"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter"
34,"Nord-Gudbrandsdal Videregåande skule Avd Lom","Alle utdanningsprogram","148","69","79","145","59","86","122","50","72","127","49","78","120","58","62","112","49","63","103","60","43","96","49","47","105","51","54","108","47","61","111","48","63","100","52","48","92","46","46"
34,"Nord-Gudbrandsdal Videregåande skule Avd Lom","Studieforberedende","118","41","77","121","37","84","97","28","69","101","26","75","85","28","57","84","26","58","75","34","41","77","32","45","85","32","53","83","28","55","84","28","56","70","26","44","69","28","41"
34,"Nord-Gudbrandsdal Videregåande skule Avd Lom","Studiespesialisering","118","41","77","121","37","84","97","28","69","101","26","75","85","28","57","84","26","58","75","34","41","77","32","45","85","32","53","83","28","55","84","28","56","70","26","44","69","28","41"
34,"Nord-Gudbrandsdal Videregåande skule Avd Lom","Yrkesfaglig","30","28","2","24","22","2","25","22","3","26","23","3","35","30","5","28","23","5","28","26","2","19","17","2","20","19","1","25","19","6","27","20","7","30","26","4","23","18","5"
34,"Nord-Gudbrandsdal Videregåande skule Avd Lom","Bygg- og anleggsteknikk","30","28","2","24","22","2","25","22","3","26","23","3","35","30","5","28","23","5","28","26","2","19","17","2","20","19","1","25","19","6","27","20","7","30","26","4","23","18","5"
