"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter"
55,"Longyearbyen skole Grunnskole og videregående S","Alle utdanningsprogram","42","21","21","34","18","16","21","12","9","24","13","11","35","13","22","25","9","16","32","12","20"
55,"Longyearbyen skole Grunnskole og videregående S","Studieforberedende","29","9","20","23","7","16","12","3","9","16","5","11","28","6","22","20","4","16","27","7","20"
55,"Longyearbyen skole Grunnskole og videregående S","Påbygging til generell studiekompetanse","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA
55,"Longyearbyen skole Grunnskole og videregående S","Studiespesialisering","28","9","19","23","7","16","12","3","9","16","5","11","27","6","21","20","4","16","27","7","20"
55,"Longyearbyen skole Grunnskole og videregående S","Yrkesfaglig","13","12","1","11","11",NA,"9","9",NA,"8","8",NA,"7","7",NA,"5","5",NA,"5","5",NA
55,"Longyearbyen skole Grunnskole og videregående S","Bygg- og anleggsteknikk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","7",NA,"4","4",NA,"5","5",NA
55,"Longyearbyen skole Grunnskole og videregående S","Elektro og datateknologi","6","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"Longyearbyen skole Grunnskole og videregående S","Teknologi- og industrifag","7","7",NA,"11","11",NA,"9","9",NA,"8","8",NA,NA,NA,NA,"1","1",NA,NA,NA,NA
