"fylkesnr","skole","linje","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
56,"Båtsfjord private videregående skole","Alle utdanningsprogram","14","7","7","18","9","9","21","8","13","17","9","8","26","9","17","33","13","20","29","9","20","17","5","12","15","8","7","19","11","8","14","8","6"
56,"Båtsfjord private videregående skole","Studieforberedende","14","7","7","18","9","9","21","8","13","17","9","8","26","9","17","33","13","20","29","9","20","17","5","12","15","8","7","19","11","8","14","8","6"
56,"Båtsfjord private videregående skole","Påbygging til generell studiekompetanse",NA,NA,NA,NA,NA,NA,"4",NA,"4","1",NA,"1","1",NA,"1","3","2","1",NA,NA,NA,"1","1",NA,"2","1","1","4","1","3","2","2",NA
56,"Båtsfjord private videregående skole","Studiespesialisering","14","7","7","18","9","9","17","8","9","16","9","7","25","9","16","30","11","19","29","9","20","16","4","12","13","7","6","15","10","5","12","6","6"
