"fylkesnr","skole","linje","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
32,"Hoppensprett Akademiet Vgs Jessheim","Alle utdanningsprogram","9","4","5","30","19","11","47","27","20","69","39","30","107","57","50","128","73","55","143","79","64","148","84","64","142","73","69"
32,"Hoppensprett Akademiet Vgs Jessheim","Studieforberedende","9","4","5","30","19","11","47","27","20","69","39","30","107","57","50","128","73","55","143","79","64","148","84","64","142","73","69"
32,"Hoppensprett Akademiet Vgs Jessheim","Studiespesialisering","9","4","5","30","19","11","47","27","20","69","39","30","107","57","50","128","73","55","143","79","64","148","84","64","142","73","69"
