"fylkesnr","skole","linje","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter"
34,"Nord-Gudbrandsdal Videregåande skule Avd Dombås","Alle utdanningsprogram","58","20","38","72","30","42","41","17","24","40","18","22","44","17","27","53","16","37","50","11","39","32","6","26"
34,"Nord-Gudbrandsdal Videregåande skule Avd Dombås","Studieforberedende","58","20","38","72","30","42","41","17","24","40","18","22","44","17","27","53","16","37","50","11","39","32","6","26"
34,"Nord-Gudbrandsdal Videregåande skule Avd Dombås","Studiespesialisering","58","20","38","72","30","42","41","17","24","40","18","22","44","17","27","53","16","37","50","11","39","32","6","26"
