"fylkesnr","skole","linje","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
39,"Signo Grunn- og videregående skole","Alle utdanningsprogram","11","9","2","13","9","4","13","8","5","17","11","6","20","12","8","19","10","9","18","9","9","8","4","4","10","4","6","14","6","8","19","7","12","18","6","12","20","8","12"
39,"Signo Grunn- og videregående skole","Studieforberedende","7","6","1","9","7","2","9","6","3","9","5","4","6","3","3","4","2","2","3","2","1","2","2",NA,"1","1",NA,"1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA
39,"Signo Grunn- og videregående skole","Studiespesialisering","7","6","1","9","7","2","9","6","3","9","5","4","6","3","3","4","2","2","3","2","1","2","2",NA,"1","1",NA,"1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA
39,"Signo Grunn- og videregående skole","Yrkesfaglig","4","3","1","4","2","2","4","2","2","8","6","2","14","9","5","15","8","7","15","7","8","6","2","4","9","3","6","13","5","8","18","6","12","18","6","12","20","8","12"
39,"Signo Grunn- og videregående skole","Design og håndverk","1","1",NA,NA,NA,NA,NA,NA,NA,"3","2","1","4","2","2","4","2","2","5","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Signo Grunn- og videregående skole","Håndverk, design og produktutvikling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1","2","2","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Signo Grunn- og videregående skole","Naturbruk","1","1",NA,"3","2","1","3","2","1","4","3","1","6","5","1","7","5","2","4","3","1","3","2","1","1","1",NA,"6","3","3","8","4","4","8","4","4","11","6","5"
39,"Signo Grunn- og videregående skole","Restaurant- og matfag","2","1","1","1",NA,"1","1",NA,"1","1","1",NA,"4","2","2","4","1","3","6","1","5","3",NA,"3","5","1","4","5","1","4","10","2","8","10","2","8","9","2","7"
