"fylkesnr","skole","linje","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
42,"Blå Kors videregående skole Grimstad AS","Alle utdanningsprogram","30","12","18","64","21","43","85","22","63","84","30","54"
42,"Blå Kors videregående skole Grimstad AS","Studieforberedende",NA,NA,NA,NA,NA,NA,"12","3","9","13","5","8"
42,"Blå Kors videregående skole Grimstad AS","Påbygging til generell studiekompetanse",NA,NA,NA,NA,NA,NA,"12","3","9","13","5","8"
42,"Blå Kors videregående skole Grimstad AS","Yrkesfaglig","30","12","18","64","21","43","73","19","54","71","25","46"
42,"Blå Kors videregående skole Grimstad AS","Bygg- og anleggsteknikk","5","4","1","12","12",NA,"12","8","4","12","12",NA
42,"Blå Kors videregående skole Grimstad AS","Helse- og oppvekstfag","19","4","15","38","6","32","42","5","37","38","4","34"
42,"Blå Kors videregående skole Grimstad AS","Salg, service og reiseliv","6","4","2","14","3","11","19","6","13","21","9","12"
