"fylkesnr","skole","linje","2020-21 alle","2020-21 gutter","2020-21 jenter"
50,"Sentralskolen Trøndelag","Alle utdanningsprogram","85","34","51"
50,"Sentralskolen Trøndelag","Studieforberedende","85","34","51"
50,"Sentralskolen Trøndelag","Påbygging til generell studiekompetanse","85","34","51"
