"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter"
46,"Fana gymnas (Nedlagt)","Alle utdanningsprogram","457","280","177","433","256","177","364","213","151","296","175","121"
46,"Fana gymnas (Nedlagt)","Studieforberedende","457","280","177","433","256","177","364","213","151","296","175","121"
46,"Fana gymnas (Nedlagt)","Påbygging til generell studiekompetanse","28","11","17","31","12","19",NA,NA,NA,NA,NA,NA
46,"Fana gymnas (Nedlagt)","Studiespesialisering","429","269","160","402","244","158","364","213","151","296","175","121"
