"fylkesnr","skole","linje","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
11,"Forus friskole - Vgs","Alle utdanningsprogram","33","19","14","33","29","4","39","32","7","65","52","13"
11,"Forus friskole - Vgs","Studieforberedende","23","12","11","15","11","4",NA,NA,NA,"9","2","7"
11,"Forus friskole - Vgs","Påbygging til generell studiekompetanse","3","2","1","10","8","2",NA,NA,NA,"9","2","7"
11,"Forus friskole - Vgs","Studiespesialisering","20","10","10","5","3","2",NA,NA,NA,NA,NA,NA
11,"Forus friskole - Vgs","Yrkesfaglig","10","7","3","18","18",NA,"39","32","7","56","50","6"
11,"Forus friskole - Vgs","Salg, service og reiseliv",NA,NA,NA,"5","5",NA,"8","5","3","21","17","4"
11,"Forus friskole - Vgs","Teknologi- og industrifag","10","7","3","13","13",NA,"31","27","4","35","33","2"
