"fylkesnr","skole","linje","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
3,"Valle Hovin videregående skole","Alle utdanningsprogram","152","104","48","324","207","117","484","274","210","502","255","247","505","241","264","504","243","261","508","256","252","538","291","247","552","302","250"
3,"Valle Hovin videregående skole","Studieforberedende","152","104","48","324","207","117","484","274","210","502","255","247","505","241","264","504","243","261","508","256","252","538","291","247","552","302","250"
3,"Valle Hovin videregående skole","Påbygging til generell studiekompetanse",NA,NA,NA,NA,NA,NA,"6","3","3","8","3","5","11","8","3","16","8","8","14","7","7","9","4","5","22","10","12"
3,"Valle Hovin videregående skole","Studiespesialisering","152","104","48","324","207","117","478","271","207","494","252","242","494","233","261","488","235","253","494","249","245","529","287","242","530","292","238"
