"fylkesnr","skole","linje","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
11,"Hauge videregående skole","Alle utdanningsprogram","7","5","2","36","28","8","44","32","12","42","31","11","50","28","22","66","34","32","68","36","32","82","40","42","77","36","41"
11,"Hauge videregående skole","Studieforberedende",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","2","5","8","3","5","12","4","8","16","5","11"
11,"Hauge videregående skole","Påbygging til generell studiekompetanse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","2","5","8","3","5","12","4","8","16","5","11"
11,"Hauge videregående skole","Yrkesfaglig","7","5","2","36","28","8","44","32","12","42","31","11","50","28","22","59","32","27","60","33","27","70","36","34","61","31","30"
11,"Hauge videregående skole","Bygg- og anleggsteknikk","7","5","2","22","21","1","22","17","5","19","16","3","22","18","4","24","17","7","29","20","9","31","18","13","29","18","11"
11,"Hauge videregående skole","Restaurant- og matfag",NA,NA,NA,"14","7","7","22","15","7","23","15","8","18","8","10","17","9","8","10","5","5","16","7","9","10","5","5"
11,"Hauge videregående skole","Salg, service og reiseliv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","2","8","18","6","12","21","8","13","23","11","12","22","8","14"
