"fylkesnr","skole","linje","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
3,"Hersleb videregående skole","Alle utdanningsprogram","399","103","296","481","117","364","596","179","417","563","137","426","567","153","414","562","161","401","599","195","404","575","202","373","570","191","379","566","193","373","608","212","396","640","218","422"
3,"Hersleb videregående skole","Studieforberedende","207","85","122","304","106","198","408","155","253","378","120","258","372","122","250","374","117","257","400","164","236","394","165","229","396","157","239","410","169","241","434","173","261","475","181","294"
3,"Hersleb videregående skole","Kunst, design og arkitektur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","23","49","96","26","70","147","44","103"
3,"Hersleb videregående skole","Påbygging til generell studiekompetanse","89","29","60","93","17","76","96","26","70","92","25","67","86","16","70","93","23","70","109","38","71","87","34","53","97","27","70","116","42","74","114","33","81","110","41","69"
3,"Hersleb videregående skole","Studiespesialisering","118","56","62","211","89","122","312","129","183","286","95","191","286","106","180","281","94","187","291","126","165","307","131","176","299","130","169","222","104","118","224","114","110","218","96","122"
3,"Hersleb videregående skole","Yrkesfaglig","192","18","174","177","11","166","188","24","164","185","17","168","195","31","164","188","44","144","199","31","168","181","37","144","174","34","140","156","24","132","174","39","135","165","37","128"
3,"Hersleb videregående skole","Helse- og oppvekstfag","192","18","174","177","11","166","188","24","164","185","17","168","195","31","164","188","44","144","199","31","168","181","37","144","174","34","140","156","24","132","174","39","135","165","37","128"
