"fylkesnr","skole","linje","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
50,"Trondheim Toppidrettsgymnas","Alle utdanningsprogram","29","21","8","54","36","18"
50,"Trondheim Toppidrettsgymnas","Studieforberedende","29","21","8","54","36","18"
50,"Trondheim Toppidrettsgymnas","Studiespesialisering","29","21","8","54","36","18"
