"fylkesnr","skole","linje","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
18,"Campus Blå videregående skole","Alle utdanningsprogram","15","12","3","30","25","5","38","28","10","41","24","17","57","37","20","56","36","20","60","45","15","72","51","21"
18,"Campus Blå videregående skole","Studieforberedende",NA,NA,NA,NA,NA,NA,"8","7","1",NA,NA,NA,"8","8",NA,"3","1","2","8","5","3","6","4","2"
18,"Campus Blå videregående skole","Studieforberedende Vg3 Naturbruk",NA,NA,NA,NA,NA,NA,"8","7","1",NA,NA,NA,"8","8",NA,"3","1","2","8","5","3","6","4","2"
18,"Campus Blå videregående skole","Yrkesfaglig","15","12","3","30","25","5","30","21","9","41","24","17","49","29","20","53","35","18","52","40","12","66","47","19"
18,"Campus Blå videregående skole","Naturbruk","15","12","3","30","25","5","30","21","9","41","24","17","49","29","20","53","35","18","52","40","12","56","37","19"
18,"Campus Blå videregående skole","Teknologi- og industrifag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","10",NA
