"fylkesnr","skole","linje","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
18,"Havbruksakademiet Nord","Alle utdanningsprogram","10","6","4","27","14","13","32","19","13","32","16","16"
18,"Havbruksakademiet Nord","Studieforberedende",NA,NA,NA,NA,NA,NA,"3","1","2","4","1","3"
18,"Havbruksakademiet Nord","Studieforberedende Vg3 Naturbruk",NA,NA,NA,NA,NA,NA,"3","1","2","4","1","3"
18,"Havbruksakademiet Nord","Yrkesfaglig","10","6","4","27","14","13","29","18","11","28","15","13"
18,"Havbruksakademiet Nord","Naturbruk","10","6","4","27","14","13","29","18","11","28","15","13"
