"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter"
34,"Steinerskolen på Hedemarken Avd videregående skole","Alle utdanningsprogram","47","25","22","43","25","18","41","21","20","33","13","20","42","18","24","41","18","23","35","14","21","29","9","20","16","4","12","8","1","7"
34,"Steinerskolen på Hedemarken Avd videregående skole","Studieforberedende","47","25","22","43","25","18","41","21","20","33","13","20","42","18","24","41","18","23","35","14","21","29","9","20","16","4","12","8","1","7"
34,"Steinerskolen på Hedemarken Avd videregående skole","Studiespesialisering","47","25","22","43","25","18","41","21","20","33","13","20","42","18","24","41","18","23","35","14","21","29","9","20","16","4","12","8","1","7"
