"fylkesnr","skole","linje","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
3,"Akademiet Norsk restaurantskole","Alle utdanningsprogram","9","7","2","19","10","9","24","14","10","16","8","8","21","12","9","30","16","14","39","25","14","51","32","19","59","35","24"
3,"Akademiet Norsk restaurantskole","Yrkesfaglig","9","7","2","19","10","9","24","14","10","16","8","8","21","12","9","30","16","14","39","25","14","51","32","19","59","35","24"
3,"Akademiet Norsk restaurantskole","Restaurant- og matfag","9","7","2","19","10","9","24","14","10","16","8","8","21","12","9","30","16","14","39","25","14","51","32","19","59","35","24"
