"fylkesnr","skole","linje","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
46,"St. Paul gymnas","Alle utdanningsprogram","248","122","126","242","104","138","250","95","155","346","149","197","364","179","185","384","207","177","365","189","176","390","186","204","416","198","218"
46,"St. Paul gymnas","Studieforberedende","248","122","126","242","104","138","250","95","155","346","149","197","364","179","185","384","207","177","365","189","176","390","186","204","416","198","218"
46,"St. Paul gymnas","Idrettsfag",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","21","11","57","36","21","76","47","29","79","43","36","79","46","33","93","59","34"
46,"St. Paul gymnas","Påbygging til generell studiekompetanse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","14","16","31","16","15","32","20","12","27","15","12","32","12","20","32","14","18"
46,"St. Paul gymnas","Studiespesialisering","248","122","126","242","104","138","250","95","155","284","114","170","276","127","149","276","140","136","259","131","128","279","128","151","291","125","166"
