"fylkesnr","skole","linje","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
3,"Vika videregående skole","Alle utdanningsprogram","180","103","77","335","157","178","547","234","313","567","246","321","614","243","371"
3,"Vika videregående skole","Studieforberedende","180","103","77","335","157","178","547","234","313","567","246","321","614","243","371"
3,"Vika videregående skole","Studiespesialisering","180","103","77","335","157","178","547","234","313","567","246","321","614","243","371"
