"fylkesnr","skole","linje","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter"
11,"Stavanger Offshore Tekniske skole","Alle utdanningsprogram","92","78","14","100","87","13","105","95","10","115","94","21","116","96","20","119","106","13"
11,"Stavanger Offshore Tekniske skole","Studieforberedende",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA
11,"Stavanger Offshore Tekniske skole","Påbygging til generell studiekompetanse",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA
11,"Stavanger Offshore Tekniske skole","Yrkesfaglig","92","78","14","99","87","12","105","95","10","115","94","21","115","96","19","119","106","13"
11,"Stavanger Offshore Tekniske skole","Teknologi- og industrifag","92","78","14","99","87","12","105","95","10","115","94","21","115","96","19","119","106","13"
