"fylkesnr","skole","linje","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
33,"Akademiet Vgs Bragernes Drammen","Alle utdanningsprogram","41","14","27","89","29","60","120","33","87","120","31","89","121","34","87","121","35","86","121","32","89","121","32","89","121","31","90","148","49","99","161","57","104","168","70","98","180","73","107"
33,"Akademiet Vgs Bragernes Drammen","Studieforberedende","41","14","27","89","29","60","120","33","87","120","31","89","121","34","87","121","35","86","121","32","89","121","32","89","121","31","90","148","49","99","161","57","104","168","70","98","180","73","107"
33,"Akademiet Vgs Bragernes Drammen","Studiespesialisering","41","14","27","89","29","60","120","33","87","120","31","89","121","34","87","121","35","86","121","32","89","121","32","89","121","31","90","148","49","99","161","57","104","168","70","98","180","73","107"
