"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter"
34,"Mesna videregående skole (Nedlagt)","Alle utdanningsprogram","420","138","282","382","140","242","362","129","233","359","148","211"
34,"Mesna videregående skole (Nedlagt)","Studieforberedende","118","42","76","118","41","77","83","26","57","78","36","42"
34,"Mesna videregående skole (Nedlagt)","Påbygging til generell studiekompetanse","118","42","76","118","41","77","83","26","57","78","36","42"
34,"Mesna videregående skole (Nedlagt)","Yrkesfaglig","302","96","206","264","99","165","279","103","176","281","112","169"
34,"Mesna videregående skole (Nedlagt)","Helse- og oppvekstfag","182","31","151","148","26","122","157","29","128","155","30","125"
34,"Mesna videregående skole (Nedlagt)","Restaurant- og matfag","38","18","20","39","22","17","42","20","22","48","25","23"
34,"Mesna videregående skole (Nedlagt)","Service og samferdsel","82","47","35","77","51","26","80","54","26","78","57","21"
