"fylkesnr","skole","linje","2025-26 alle","2025-26 gutter","2025-26 jenter"
11,"Nettskolen Rogaland","Alle utdanningsprogram","36","15","21"
11,"Nettskolen Rogaland","Studieforberedende","32","12","20"
11,"Nettskolen Rogaland","Medier og kommunikasjon","1","1",NA
11,"Nettskolen Rogaland","Påbygging til generell studiekompetanse","31","11","20"
11,"Nettskolen Rogaland","Yrkesfaglig","4","3","1"
11,"Nettskolen Rogaland","Bygg- og anleggsteknikk","1","1",NA
11,"Nettskolen Rogaland","Helse- og oppvekstfag","3","2","1"
