"fylkesnr","skole","linje","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
31,"Hans Nielsen Hauge videregående skole","Alle utdanningsprogram","17","9","8","78","37","41","134","66","68","177","87","90","172","80","92","195","100","95","183","83","100","172","78","94","182","84","98","219","108","111","245","112","133","271","128","143"
31,"Hans Nielsen Hauge videregående skole","Studieforberedende","17","9","8","78","37","41","134","66","68","177","87","90","172","80","92","195","100","95","183","83","100","172","78","94","182","84","98","219","108","111","245","112","133","271","128","143"
31,"Hans Nielsen Hauge videregående skole","Studiespesialisering","17","9","8","78","37","41","134","66","68","177","87","90","172","80","92","195","100","95","183","83","100","172","78","94","182","84","98","219","108","111","245","112","133","271","128","143"
