"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter"
50,"Steinerskolen på Rotvoll","Alle utdanningsprogram","6","5","1","8","5","3","7","5","2","8","3","5","7","4","3","5","4","1","2","1","1"
50,"Steinerskolen på Rotvoll","Studieforberedende","6","5","1","8","5","3","7","5","2","8","3","5","7","4","3","5","4","1","2","1","1"
50,"Steinerskolen på Rotvoll","Studiespesialisering","6","5","1","8","5","3","7","5","2","8","3","5","7","4","3","5","4","1","2","1","1"
