"fylkesnr","skole","linje","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
34,"Create - Lillehammer Kreative videregående skole","Alle utdanningsprogram","43","16","27","81","27","54","101","32","69","135","35","100","136","30","106","135","27","108","135","23","112"
34,"Create - Lillehammer Kreative videregående skole","Studieforberedende","43","16","27","81","27","54","101","32","69","135","35","100","136","30","106","135","27","108","135","23","112"
34,"Create - Lillehammer Kreative videregående skole","Musikk, dans og drama","43","16","27","81","27","54","101","32","69","135","35","100","136","30","106","135","27","108","135","23","112"
