"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter"
46,"Garnes vidaregåande skule (Nedlagt)","Alle utdanningsprogram","266","133","133","243","127","116","222","106","116","215","127","88"
46,"Garnes vidaregåande skule (Nedlagt)","Studieforberedende","205","104","101","191","97","94","185","90","95","157","89","68"
46,"Garnes vidaregåande skule (Nedlagt)","Påbygging til generell studiekompetanse","56","23","33","53","22","31","57","17","40","30","16","14"
46,"Garnes vidaregåande skule (Nedlagt)","Studieforberedende Vg3 Medier og kommunikasjon","21","13","8","17","9","8","15","11","4","13","6","7"
46,"Garnes vidaregåande skule (Nedlagt)","Studiespesialisering","128","68","60","121","66","55","113","62","51","114","67","47"
46,"Garnes vidaregåande skule (Nedlagt)","Yrkesfaglig","61","29","32","52","30","22","37","16","21","58","38","20"
46,"Garnes vidaregåande skule (Nedlagt)","Medier og kommunikasjon (gammel ordning)","61","29","32","52","30","22","37","16","21","58","38","20"
