"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter"
46,"Bergen Maritime videregående skole","Alle utdanningsprogram","281","247","34","280","246","34","281","246","35","268","231","37","270","247","23","268","249","19","254","235","19","279","254","25"
46,"Bergen Maritime videregående skole","Yrkesfaglig","281","247","34","280","246","34","281","246","35","268","231","37","270","247","23","268","249","19","254","235","19","279","254","25"
46,"Bergen Maritime videregående skole","Elektro og datateknologi","114","105","9","113","101","12","113","101","12","118","107","11","119","112","7","119","114","5","117","111","6","115","109","6"
46,"Bergen Maritime videregående skole","Teknologi- og industrifag","167","142","25","167","145","22","168","145","23","150","124","26","151","135","16","149","135","14","137","124","13","164","145","19"
