"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter"
3,"Noroff Mediegymnas - Oslo (Nedlagt)","Alle utdanningsprogram","82","49","33","75","45","30","65","35","30"
3,"Noroff Mediegymnas - Oslo (Nedlagt)","Studieforberedende","24","15","9","14","6","8","20","12","8"
3,"Noroff Mediegymnas - Oslo (Nedlagt)","Studieforberedende Vg3 Medier og kommunikasjon","24","15","9","14","6","8","20","12","8"
3,"Noroff Mediegymnas - Oslo (Nedlagt)","Yrkesfaglig","58","34","24","61","39","22","45","23","22"
3,"Noroff Mediegymnas - Oslo (Nedlagt)","Medier og kommunikasjon (gammel ordning)","58","34","24","61","39","22","45","23","22"
