"fylkesnr","skole","linje","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
50,"Trøndelag nettskole","Alle utdanningsprogram","17","6","11","15","8","7","16","6","10","28","11","17"
50,"Trøndelag nettskole","Studieforberedende","17","6","11","14","7","7","15","5","10","28","11","17"
50,"Trøndelag nettskole","Påbygging til generell studiekompetanse","17","6","11","14","7","7","15","5","10","27","11","16"
50,"Trøndelag nettskole","Studiespesialisering",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1"
50,"Trøndelag nettskole","Yrkesfaglig",NA,NA,NA,"1","1",NA,"1","1",NA,NA,NA,NA
50,"Trøndelag nettskole","Bygg- og anleggsteknikk",NA,NA,NA,"1","1",NA,"1","1",NA,NA,NA,NA
