"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter"
46,"Bergens Handelsgymnasium (Nedlagt)","Alle utdanningsprogram","450","163","287","413","180","233"
46,"Bergens Handelsgymnasium (Nedlagt)","Studieforberedende","368","138","230","343","145","198"
46,"Bergens Handelsgymnasium (Nedlagt)","Studieforberedende Vg3 Medier og kommunikasjon","14","4","10","11","2","9"
46,"Bergens Handelsgymnasium (Nedlagt)","Studiespesialisering","354","134","220","332","143","189"
46,"Bergens Handelsgymnasium (Nedlagt)","Yrkesfaglig","82","25","57","70","35","35"
46,"Bergens Handelsgymnasium (Nedlagt)","Medier og kommunikasjon (gammel ordning)","28","9","19","13","8","5"
46,"Bergens Handelsgymnasium (Nedlagt)","Service og samferdsel","54","16","38","57","27","30"
