"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter"
46,"Voss Husflidskule (Nedlagt)","Alle utdanningsprogram","110","39","71","106","41","65","88","25","63","63","20","43","36","9","27"
46,"Voss Husflidskule (Nedlagt)","Studieforberedende","59","9","50","67","20","47","63","15","48","39","9","30","29","7","22"
46,"Voss Husflidskule (Nedlagt)","Kunst, design og arkitektur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","1","8"
46,"Voss Husflidskule (Nedlagt)","Studieforberedende Vg3 Medier og kommunikasjon","23","4","19","20","14","6","15","8","7","16","6","10","9","4","5"
46,"Voss Husflidskule (Nedlagt)","Studiespesialisering med formgivning","36","5","31","47","6","41","48","7","41","23","3","20","11","2","9"
46,"Voss Husflidskule (Nedlagt)","Yrkesfaglig","51","30","21","39","21","18","25","10","15","24","11","13","7","2","5"
46,"Voss Husflidskule (Nedlagt)","Medier og kommunikasjon (gammel ordning)","51","30","21","39","21","18","25","10","15","24","11","13","7","2","5"
