"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter"
11,"Fagskolen Rogaland Studiested Stavanger","Alle utdanningsprogram","150","124","26","148","126","22","146","126","20","136","111","25","115","97","18"
11,"Fagskolen Rogaland Studiested Stavanger","Studieforberedende",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1"
11,"Fagskolen Rogaland Studiested Stavanger","Påbygging til generell studiekompetanse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1"
11,"Fagskolen Rogaland Studiested Stavanger","Yrkesfaglig","150","124","26","148","126","22","146","126","20","136","111","25","114","97","17"
11,"Fagskolen Rogaland Studiested Stavanger","Teknologi- og industrifag","150","124","26","148","126","22","146","126","20","136","111","25","114","97","17"
