"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter"
46,"Rogne vidaregåande skule (Nedlagt)","Alle utdanningsprogram","85","20","65","77","23","54","89","20","69","88","12","76","63","10","53"
46,"Rogne vidaregåande skule (Nedlagt)","Yrkesfaglig","85","20","65","77","23","54","89","20","69","88","12","76","63","10","53"
46,"Rogne vidaregåande skule (Nedlagt)","Helse- og oppvekstfag","64","8","56","56","9","47","68","7","61","69","5","64","63","10","53"
46,"Rogne vidaregåande skule (Nedlagt)","Restaurant- og matfag","21","12","9","21","14","7","21","13","8","19","7","12",NA,NA,NA
