"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter"
46,"Luster vidaregåande skule (Nedlagt)","Alle utdanningsprogram","126","28","98"
46,"Luster vidaregåande skule (Nedlagt)","Studieforberedende","28","6","22"
46,"Luster vidaregåande skule (Nedlagt)","Påbygging til generell studiekompetanse","28","6","22"
46,"Luster vidaregåande skule (Nedlagt)","Yrkesfaglig","98","22","76"
46,"Luster vidaregåande skule (Nedlagt)","Design og håndverk","22","2","20"
46,"Luster vidaregåande skule (Nedlagt)","Helse- og oppvekstfag","54","5","49"
46,"Luster vidaregåande skule (Nedlagt)","Restaurant- og matfag","22","15","7"
