"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
46,"Stend vidaregåande skule","Alle utdanningsprogram","358","141","217","389","166","223","439","203","236","451","187","264","524","226","298","512","216","296","540","240","300","524","227","297","509","224","285","540","232","308","542","246","296","560","243","317","541","238","303","571","274","297"
46,"Stend vidaregåande skule","Studieforberedende","159","77","82","182","98","84","204","113","91","214","104","110","246","117","129","231","107","124","228","115","113","206","88","118","206","90","116","203","92","111","198","103","95","202","112","90","204","104","100","201","111","90"
46,"Stend vidaregåande skule","Idrettsfag","124","75","49","149","91","58","172","110","62","184","101","83","213","113","100","199","101","98","198","107","91","175","84","91","175","83","92","172","85","87","167","94","73","172","103","69","171","95","76","173","102","71"
46,"Stend vidaregåande skule","Påbygging til generell studiekompetanse","35","2","33","33","7","26","32","3","29","30","3","27","33","4","29","32","6","26","30","8","22","31","4","27","31","7","24","31","7","24","31","9","22","30","9","21","33","9","24","28","9","19"
46,"Stend vidaregåande skule","Yrkesfaglig","199","64","135","207","68","139","235","90","145","237","83","154","278","109","169","281","109","172","312","125","187","318","139","179","303","134","169","337","140","197","344","143","201","358","131","227","337","134","203","370","163","207"
46,"Stend vidaregåande skule","Bygg- og anleggsteknikk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","9","5","9","7","2","12","8","4","13","9","4","15","15",NA
46,"Stend vidaregåande skule","Naturbruk","199","64","135","207","68","139","235","90","145","237","83","154","239","84","155","243","81","162","254","87","167","260","99","161","248","99","149","267","92","175","284","101","183","278","85","193","256","88","168","282","104","178"
46,"Stend vidaregåande skule","Salg, service og reiseliv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","27","13","56","39","17","51","35","16","68","38","30","68","37","31","73","44","29"
46,"Stend vidaregåande skule","Service og samferdsel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","25","14","38","28","10","58","38","20","58","40","18","15","8","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
