"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter"
34,"Hjerleid vidaregåande skule Dovre (Nedlagt)","Alle utdanningsprogram","94","41","53","74","27","47","63","20","43","61","22","39"
34,"Hjerleid vidaregåande skule Dovre (Nedlagt)","Studieforberedende","76","24","52","74","27","47","63","20","43","61","22","39"
34,"Hjerleid vidaregåande skule Dovre (Nedlagt)","Studiespesialisering","76","24","52","74","27","47","63","20","43","61","22","39"
34,"Hjerleid vidaregåande skule Dovre (Nedlagt)","Yrkesfaglig","18","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"Hjerleid vidaregåande skule Dovre (Nedlagt)","Bygg- og anleggsteknikk","18","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
