"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter"
3,"Holtet videregående skole","Alle utdanningsprogram","302","84","218","267","74","193","267","79","188","282","88","194","263","91","172","265","94","171","282","101","181","299","112","187","320","112","208","311","106","205","311","98","213","273","91","182"
3,"Holtet videregående skole","Studieforberedende","83","27","56","71","24","47","77","19","58","112","38","74","104","34","70","96","36","60","100","33","67","98","37","61","121","39","82","106","40","66","123","41","82","114","45","69"
3,"Holtet videregående skole","Påbygging til generell studiekompetanse","60","16","44","49","13","36","53","10","43","87","25","62","79","22","57","72","24","48","84","23","61","82","26","56","105","28","77","90","29","61","107","28","79","98","33","65"
3,"Holtet videregående skole","Studiespesialisering","23","11","12","22","11","11","24","9","15","25","13","12","25","12","13","24","12","12","16","10","6","16","11","5","16","11","5","16","11","5","16","13","3","16","12","4"
3,"Holtet videregående skole","Yrkesfaglig","219","57","162","196","50","146","190","60","130","170","50","120","159","57","102","169","58","111","182","68","114","201","75","126","199","73","126","205","66","139","188","57","131","159","46","113"
3,"Holtet videregående skole","Design og håndverk","44","12","32","33","8","25","32","8","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Holtet videregående skole","Helse- og oppvekstfag","175","45","130","163","42","121","158","52","106","170","50","120","159","57","102","169","58","111","182","68","114","201","75","126","199","73","126","205","66","139","188","57","131","159","46","113"
