"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter"
46,"Voss Jordbruksskule (Nedlagt)","Alle utdanningsprogram","170","72","98","166","68","98","145","58","87","127","53","74"
46,"Voss Jordbruksskule (Nedlagt)","Studieforberedende","27","10","17","26","7","19","25","8","17","25","9","16"
46,"Voss Jordbruksskule (Nedlagt)","Studieforberedende Vg3 Naturbruk","27","10","17","26","7","19","25","8","17","25","9","16"
46,"Voss Jordbruksskule (Nedlagt)","Yrkesfaglig","143","62","81","140","61","79","120","50","70","102","44","58"
46,"Voss Jordbruksskule (Nedlagt)","Bygg- og anleggsteknikk","8","8",NA,"4","4",NA,"7","7",NA,"9","8","1"
46,"Voss Jordbruksskule (Nedlagt)","Naturbruk","123","44","79","130","51","79","113","43","70","93","36","57"
46,"Voss Jordbruksskule (Nedlagt)","Teknologi- og industrifag","12","10","2","6","6",NA,NA,NA,NA,NA,NA,NA
