"fylkesnr","skole","linje","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter","2017-18 alle","2017-18 gutter","2017-18 jenter","2018-19 alle","2018-19 gutter","2018-19 jenter","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
34,"Wang Hamar","Alle utdanningsprogram","68","50","18","134","95","39","201","131","70","200","117","83","199","111","88","210","124","86","208","133","75","202","130","72","208","125","83","210","115","95","210","118","92"
34,"Wang Hamar","Studieforberedende","68","50","18","134","95","39","201","131","70","200","117","83","199","111","88","210","124","86","208","133","75","202","130","72","208","125","83","210","115","95","210","118","92"
34,"Wang Hamar","Studiespesialisering","68","50","18","134","95","39","201","131","70","200","117","83","199","111","88","210","124","86","208","133","75","202","130","72","208","125","83","210","115","95","210","118","92"
