"fylkesnr","skole","linje","2019-20 alle","2019-20 gutter","2019-20 jenter","2020-21 alle","2020-21 gutter","2020-21 jenter","2021-22 alle","2021-22 gutter","2021-22 jenter"
11,"Tryggheim Forus barne- og ungomsskole","Alle utdanningsprogram","13","9","4","40","25","15","43","24","19"
11,"Tryggheim Forus barne- og ungomsskole","Studieforberedende","9","5","4","26","12","14","36","17","19"
11,"Tryggheim Forus barne- og ungomsskole","Påbygging til generell studiekompetanse",NA,NA,NA,"8","3","5","7","2","5"
11,"Tryggheim Forus barne- og ungomsskole","Studiespesialisering","9","5","4","18","9","9","29","15","14"
11,"Tryggheim Forus barne- og ungomsskole","Yrkesfaglig","4","4",NA,"14","13","1","7","7",NA
11,"Tryggheim Forus barne- og ungomsskole","Teknologi- og industrifag","4","4",NA,"14","13","1","7","7",NA
