"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter","2016-17 alle","2016-17 gutter","2016-17 jenter"
46,"Voss gymnas (Nedlagt)","Alle utdanningsprogram","348","159","189","367","163","204","358","148","210","322","131","191","339","132","207"
46,"Voss gymnas (Nedlagt)","Studieforberedende","348","159","189","367","163","204","358","148","210","322","131","191","339","132","207"
46,"Voss gymnas (Nedlagt)","Idrettsfag","131","76","55","127","68","59","115","59","56","109","57","52","122","64","58"
46,"Voss gymnas (Nedlagt)","IDIDR2 - Idrettsfag vg2","39","24","15","36","18","18","41","17","24","25","13","12","45","23","22"
46,"Voss gymnas (Nedlagt)","IDIDR3 - Idrettsfag vg3","51","31","20","45","29","16","47","26","21","42","20","22","29","17","12"
46,"Voss gymnas (Nedlagt)","IDRET1 - Idrettsfag vg1","41","21","20","46","21","25","27","16","11","42","24","18","48","24","24"
46,"Voss gymnas (Nedlagt)","Musikk, dans og drama","44","25","19","51","24","27","39","17","22","25","8","17","27","11","16"
46,"Voss gymnas (Nedlagt)","Studiespesialisering","173","58","115","189","71","118","204","72","132","188","66","122","190","57","133"
