"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter"
3,"Sofienberg Tekniske Fagskole (Nedlagt)","Alle utdanningsprogram","230","57","173"
3,"Sofienberg Tekniske Fagskole (Nedlagt)","Studieforberedende","115","40","75"
3,"Sofienberg Tekniske Fagskole (Nedlagt)","Påbygging til generell studiekompetanse","115","40","75"
3,"Sofienberg Tekniske Fagskole (Nedlagt)","Yrkesfaglig","115","17","98"
3,"Sofienberg Tekniske Fagskole (Nedlagt)","Helse- og oppvekstfag","115","17","98"
