"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter","2015-16 alle","2015-16 gutter","2015-16 jenter"
46,"Lønborg videregående skole (Nedlagt)","Alle utdanningsprogram","130","17","113","145","29","116","136","30","106","110","28","82"
46,"Lønborg videregående skole (Nedlagt)","Studieforberedende","27","6","21","27","9","18","44","16","28","26","9","17"
46,"Lønborg videregående skole (Nedlagt)","Påbygging til generell studiekompetanse","27","6","21","27","9","18","44","16","28","26","9","17"
46,"Lønborg videregående skole (Nedlagt)","Yrkesfaglig","103","11","92","118","20","98","92","14","78","84","19","65"
46,"Lønborg videregående skole (Nedlagt)","Helse- og oppvekstfag","103","11","92","118","20","98","92","14","78","84","19","65"
