"fylkesnr","skole","linje","2020-21 alle","2020-21 gutter","2020-21 jenter"
34,"Norges Natur- og Økologigymnas","Alle utdanningsprogram","6","3","3"
34,"Norges Natur- og Økologigymnas","Studieforberedende","6","3","3"
34,"Norges Natur- og Økologigymnas","Studiespesialisering","6","3","3"
