"fylkesnr","skole","linje","2021-22 alle","2021-22 gutter","2021-22 jenter","2022-23 alle","2022-23 gutter","2022-23 jenter","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
46,"Norges Toppidrettsgymnas Bergen","Alle utdanningsprogram","34","21","13","98","56","42","162","95","67","191","120","71","220","133","87"
46,"Norges Toppidrettsgymnas Bergen","Studieforberedende","34","21","13","98","56","42","162","95","67","191","120","71","220","133","87"
46,"Norges Toppidrettsgymnas Bergen","Studiespesialisering","34","21","13","98","56","42","162","95","67","191","120","71","220","133","87"
