"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter"
3,"Nordstrand videregående skole (Nedlagt)","Alle utdanningsprogram","418","261","157"
3,"Nordstrand videregående skole (Nedlagt)","Studieforberedende","418","261","157"
3,"Nordstrand videregående skole (Nedlagt)","Studiespesialisering","418","261","157"
