"fylkesnr","skole","linje","2012-13 alle","2012-13 gutter","2012-13 jenter","2013-14 alle","2013-14 gutter","2013-14 jenter","2014-15 alle","2014-15 gutter","2014-15 jenter"
18,"Mosjøen videregående skole Avd Hattfjelldal","Alle utdanningsprogram","12","11","1","12","8","4","9","4","5"
18,"Mosjøen videregående skole Avd Hattfjelldal","Yrkesfaglig","12","11","1","12","8","4","9","4","5"
18,"Mosjøen videregående skole Avd Hattfjelldal","Naturbruk","12","11","1","12","8","4","9","4","5"
