"fylkesnr","skole","linje","2023-24 alle","2023-24 gutter","2023-24 jenter","2024-25 alle","2024-25 gutter","2024-25 jenter","2025-26 alle","2025-26 gutter","2025-26 jenter"
3,"Norlights International School Oslo","Alle utdanningsprogram","34","12","22","42","21","21","40","21","19"
3,"Norlights International School Oslo","Studieforberedende","34","12","22","42","21","21","40","21","19"
3,"Norlights International School Oslo","Studiespesialisering","34","12","22","42","21","21","40","21","19"
